rated,created_at,last_move_at,turns,victory_status,winner,white_id,white_rating,black_id,black_rating,opening_eco,opening_name,opening_ply,increment_base,increment_bonus,n_moves_played,first_move,last_move
1,1396453586125.0,1396454579778.0,54,1,0,3305,1638,353,1497,153,343,5,15,60,54,13,980
1,1396437973571.0,1396438643624.0,46,3,2,3305,1605,3350,1403,201,405,6,15,60,46,13,1769
1,1396355518792.0,1396357624235.0,90,3,0,3305,1705,9,1348,10,238,2,15,60,90,9,1798
1,1396274298555.0,1396274891541.0,42,3,2,3305,1691,7462,1335,72,1143,4,15,60,42,13,40
1,1396103589239.0,1396104410530.0,58,3,0,375,1253,3428,1679,90,1194,2,15,60,58,13,216
1,1396102468998.0,1396103158424.0,53,1,2,3099,1238,3428,1811,121,1195,6,15,60,53,13,995
1,1396099713514.0,1396100078373.0,47,3,2,3305,1806,4185,1199,192,785,5,15,60,47,13,837
1,1396099198818.0,1396099709780.0,54,1,0,4068,1200,3428,1802,90,1194,2,15,60,54,13,1545
1,1396094208257.0,1396096176617.0,104,1,0,5825,1258,3428,1793,90,1209,3,15,60,104,13,756
0,1396090525146.0,1396091826072.0,99,0,1,3305,1706,4345,1287,201,297,8,15,60,99,13,344
1,1396088682004.0,1396089391684.0,81,3,2,3305,1782,2873,1325,197,297,7,15,60,81,13,409
1,1396086801041.0,1396087770913.0,57,3,2,3305,1770,2873,1321,72,1141,4,15,60,57,13,1505
1,1395944447479.0,1395945612256.0,58,1,0,7159,1387,3428,1739,239,961,2,15,60,58,11,119
1,1395930673853.0,1395931024215.0,33,3,2,3305,1697,1896,1405,192,785,5,15,60,33,13,987
1,1395928152191.0,1395928986771.0,65,1,2,3305,1687,817,1108,152,972,4,15,60,65,13,1571
1,1395856945301.0,1395858090617.0,80,3,0,2250,1200,3428,1670,239,961,2,15,5,80,11,909
0,1395855810598.0,1395856128754.0,33,3,2,7580,1624,3428,1620,172,184,9,7,2,33,13,471
0,1395855557157.0,1395855587748.0,6,3,0,5698,1325,3428,1620,175,68,4,7,2,6,13,729
0,1395854766300.0,1395855315720.0,71,1,2,2874,1677,3428,1620,201,494,9,7,2,71,13,995
1,1395851636637.0,1395852699321.0,65,1,2,3305,1595,534,1416,152,359,3,15,60,65,13,1669
1,1395848797583.0,1395849427243.0,94,1,0,2347,1292,3428,1500,0,1433,1,30,8,94,12,1519
1,1395537994069.0,1395538857874.0,86,1,0,1274,1325,1435,1087,2,61,1,15,30,86,15,1015
0,1395537313322.0,1395537668671.0,46,1,0,7823,1033,1310,1263,71,190,2,20,30,46,13,980
1,1395534132598.0,1395536338906.0,172,3,0,1274,1500,2396,1501,13,217,2,20,8,172,9,826
0,1395511534330.0,1395512124682.0,47,1,2,4232,1521,1310,1500,4,1472,2,5,8,47,2,1088
1,1502395935297.0,1502397562434.0,84,3,0,1882,1490,3489,1672,215,1054,6,7,10,84,13,905
0,1395154847016.0,1395155450228.0,34,1,0,877,828,2363,1192,0,1124,1,15,10,34,8,939
1,1395153191469.0,1395154114753.0,7,2,2,8624,1245,855,906,152,363,3,15,0,7,1,40
0,1395079546060.0,1395079597184.0,5,3,2,2431,1090,855,837,71,32,2,5,15,5,13,548
1,1394804434432.0,1394804740664.0,15,3,2,7032,1576,855,910,0,1433,1,15,0,15,12,714
0,1394803595579.0,1394803950609.0,44,3,0,877,838,8904,1642,0,1433,1,20,0,44,12,482
1,1394803121678.0,1394803475139.0,39,3,2,9358,1317,855,920,78,809,2,8,5,39,13,999
1,1394802823906.0,1394803112170.0,53,3,2,2264,1500,855,850,6,1473,3,20,20,53,13,1605
1,1394734334998.0,1394734475279.0,19,3,2,6027,1497,855,924,78,809,2,10,0,19,13,917
1,1394733875006.0,1394733910144.0,9,1,2,2264,1500,855,848,71,32,2,20,20,9,13,1027
1,1394725719095.0,1394725757327.0,7,1,2,2176,1129,855,954,71,1404,2,4,180,7,13,1183
1,1394725421960.0,1394725713605.0,44,1,0,877,996,2213,1108,0,678,2,4,180,44,10,783
1,1394785218853.0,1394786098911.0,2,2,0,2809,1233,7097,1391,171,639,2,14,10,2,13,1919
1,1394784279906.0,1394785811252.0,30,2,0,2809,1260,7148,1211,152,353,3,20,0,30,13,226
1,1394784161888.0,1394787812085.0,2,2,0,2809,1300,9252,1064,171,639,2,30,12,2,13,1919
1,1394324223217.0,1394325752217.0,75,2,2,3572,1344,2861,1325,171,282,3,15,5,75,13,1315
1,1392216082933.0,1392216821639.0,80,1,0,2809,1350,2229,1566,181,540,3,10,0,80,13,1389
1,1392195450434.0,1392195619248.0,34,1,0,2809,1367,3153,1533,185,564,6,5,8,34,13,986
1,1392195310077.0,1392195447008.0,29,1,2,3044,1526,2861,1388,199,299,9,5,8,29,2,1231
1,1392195244386.0,1392195303885.0,14,0,1,2809,1373,3153,1530,181,569,6,5,8,14,13,912
1,1392194918798.0,1392195006390.0,17,0,1,2809,1365,8705,1445,72,1125,2,5,11,17,13,314
1,1392128841803.0,1392129048470.0,24,3,0,9355,1180,2861,1341,171,650,3,60,13,24,13,550
1,1392127873146.0,1392128835649.0,76,3,2,2809,1310,9252,1189,181,540,3,60,13,76,13,138
1,1392033201426.0,1392033902395.0,63,2,2,8496,1763,2861,1318,175,68,4,8,0,63,13,667
1,1394365867036.0,1394366807500.0,115,1,2,2890,1582,887,1769,20,258,3,7,5,115,9,992
0,1394200954648.0,1394201618458.0,92,1,0,898,1375,1998,1473,152,352,3,7,2,92,13,1470
0,1394200316274.0,1394200736972.0,75,1,2,7120,1300,887,1375,191,643,4,7,2,75,13,767
0,1394105742872.0,1394106472509.0,62,2,0,3435,1368,887,1484,193,1035,5,7,2,62,13,1410
0,1394105214595.0,1394105736044.0,57,3,2,898,1484,7672,1303,175,68,4,7,2,57,13,1933
0,1394104833233.0,1394105207426.0,43,1,2,3435,1368,887,1484,191,643,4,7,2,43,13,995
1,1393181024637.0,1393181333840.0,2,2,0,3642,1720,887,1500,1,739,2,5,8,2,6,1919
1,1393958610471.0,1393958618919.0,2,3,2,4029,1461,8248,828,171,639,2,10,2,2,13,1919
1,1393958600408.0,1393958608270.0,2,3,0,8315,830,4148,1460,239,961,2,10,2,2,11,1878
1,1393958586072.0,1393958597430.0,2,3,2,4029,1459,8248,832,152,311,2,10,2,2,13,1921
1,1393958542239.0,1393958552655.0,2,3,2,4287,1442,8248,834,152,311,2,9,4,2,13,1921
1,1393958518297.0,1393958536385.0,2,3,0,8315,835,1502,1754,239,961,2,5,8,2,11,1878
1,1393958466773.0,1393958475928.0,2,3,2,6745,1376,8248,838,0,30,1,5,8,2,4,1919
1,1393958457967.0,1393958464697.0,2,3,0,8315,842,6797,1374,36,960,1,5,8,2,11,2037
1,1393958447549.0,1393958456076.0,2,3,2,6745,1373,8248,846,0,1451,1,5,8,2,5,1921
1,1393958438606.0,1393958445692.0,2,3,0,8315,850,6797,1371,36,105,2,5,8,2,11,2000
1,1393958426926.0,1393958436636.0,2,3,2,6745,1369,8248,854,0,1451,1,5,8,2,5,1921
1,1393958418801.0,1393958424883.0,2,3,0,8315,858,6797,1368,36,960,1,5,8,2,11,2037
1,1393958411128.0,1393958416883.0,2,3,2,6745,1366,8248,863,0,1451,1,5,8,2,5,1919
1,1393958402916.0,1393958409283.0,2,3,0,8315,868,6797,1364,36,960,1,5,8,2,11,2040
1,1393958393679.0,1393958401451.0,2,3,2,6745,1362,8248,873,0,1427,1,5,8,2,1,468
1,1393958384125.0,1393958391018.0,2,3,0,8315,878,6797,1361,36,283,2,5,8,2,11,1919
1,1393958373947.0,1393958380828.0,2,3,2,6745,1359,8248,884,307,27,1,5,8,2,3,1921
1,1393958365261.0,1393958371615.0,2,3,0,8315,890,6797,1357,36,679,2,5,8,2,11,468
1,1393958356681.0,1393958363255.0,2,3,2,6745,1355,8248,897,0,1431,2,5,8,2,1,1919
1,1393958348695.0,1393958355187.0,2,3,0,8315,904,6797,1353,171,639,2,5,8,2,13,1919
1,1393958341190.0,1393958346726.0,2,3,2,6745,1351,8248,912,4,1469,2,5,8,2,2,1919
1,1393958332581.0,1393958339077.0,2,3,0,8315,920,6797,1348,239,961,2,5,8,2,11,1878
1,1393958325814.0,1393958331139.0,2,3,2,6745,1346,8248,930,0,1433,1,5,8,2,12,1919
1,1393958311719.0,1393958323504.0,2,3,0,8315,940,6797,1343,239,961,2,5,8,2,11,1878
1,1393958301718.0,1393958309828.0,2,3,2,6745,1341,8248,952,0,1433,1,5,8,2,12,1839
1,1393958292513.0,1393958299581.0,2,3,0,8315,965,6797,1338,171,639,2,5,8,2,13,1919
1,1393958284440.0,1393958290160.0,2,3,2,6745,1335,8248,981,72,1125,2,5,8,2,13,1878
1,1393958275799.0,1393958282374.0,2,3,0,8315,981,6797,1335,239,961,2,5,8,2,11,1878
1,1393958267451.0,1393958273398.0,2,3,2,6745,1332,8248,1001,71,432,2,5,8,2,13,605
1,1393958258215.0,1393958264926.0,2,3,0,8315,1025,6797,1328,239,961,2,5,8,2,11,1878
1,1393958248466.0,1393958256222.0,2,3,2,6745,1324,8248,1058,71,745,2,5,8,2,13,468
1,1393958236954.0,1393958244153.0,2,3,0,8315,1106,6797,1319,239,961,2,5,8,2,11,1878
1,1393958228721.0,1393958234269.0,2,3,2,6745,1319,8248,1106,152,311,2,5,8,2,13,1921
1,1393958217121.0,1393958225511.0,2,3,0,8315,1197,6797,1312,0,678,2,5,8,2,10,1919
1,1393958205457.0,1393958212047.0,2,3,2,6745,1302,8248,1500,152,311,2,5,8,2,13,1921
1,1414206555411.0,1414207242641.0,80,3,0,5886,1420,7886,1443,216,1039,6,10,5,80,13,339
1,1413144240676.0,1413145624294.0,75,3,2,2214,1429,7886,1461,264,874,4,12,8,75,11,1299
1,1413143226529.0,1413143971050.0,94,3,0,2687,1384,7886,1447,264,923,8,10,0,94,11,1350
1,1413142906028.0,1413143152420.0,37,3,2,8580,1490,7886,1463,201,494,9,8,0,37,13,697
1,1413142001277.0,1413142849178.0,48,3,2,439,1370,7886,1487,195,637,4,12,10,48,13,2037
1,1399992530908.0,1399993177304.0,82,3,2,6343,1464,7012,1425,20,258,3,5,5,82,9,1335
1,1399922476607.0,1399923651549.0,144,1,0,6343,1506,8149,1294,20,258,3,5,5,144,9,1351
1,1399912031616.0,1399912735588.0,77,3,2,6343,1499,7547,1364,20,258,3,5,5,77,9,157
1,1399662942753.0,1399664279199.0,159,1,2,6343,1487,5575,1527,20,258,3,5,5,159,9,824
1,1399660422367.0,1399661172927.0,77,1,2,6343,1476,346,1452,13,217,2,5,5,77,9,1562
1,1399573834558.0,1399574567298.0,81,3,2,6343,1467,5223,1408,10,245,2,5,5,81,9,1706
1,1398959156831.0,1398959489177.0,56,1,0,6343,1489,391,1453,1,736,2,5,5,56,6,983
1,1398430351763.0,1398431264934.0,83,2,2,6343,1510,7714,1346,20,258,3,5,5,83,9,863
0,1394902493853.0,1394902756973.0,28,3,0,6144,1206,6386,1517,213,1121,6,7,2,28,13,109
1,1394902157868.0,1394902400307.0,45,1,2,6343,1487,5154,1542,10,238,2,5,5,45,9,1033
1,1394387805293.0,1394388267664.0,55,1,2,6343,1524,8933,1436,21,261,4,5,5,55,9,1454
1,1394333328263.0,1394334036002.0,133,1,2,6343,1519,3899,1288,13,217,2,5,5,133,9,759
1,1394304895084.0,1394306250089.0,158,2,0,6343,1545,4497,1498,1,744,2,5,5,158,6,376
1,1394295227191.0,1394296036451.0,63,3,2,6343,1538,7121,1423,20,258,3,5,5,63,9,359
1,1394246344375.0,1394246853348.0,56,1,0,6343,1568,7121,1408,1,741,4,5,5,56,6,1015
1,1394210334947.0,1394211294229.0,87,1,2,6343,1563,5325,1351,20,258,3,5,5,87,9,1887
1,1394124704409.0,1394124862121.0,29,3,2,6343,1554,3588,1479,11,243,2,5,5,29,9,530
0,1394071766937.0,1394072101065.0,49,1,2,6343,1559,2148,1451,31,279,3,5,5,49,9,1207
0,1394071656666.0,1394071743374.0,17,3,2,6343,1551,2148,1459,31,279,3,5,5,17,9,649
1,1393961072888.0,1393961914006.0,61,2,2,6343,1558,8165,1414,21,261,4,5,5,61,9,74
1,1393957334146.0,1393957984808.0,75,3,2,6343,1544,4891,1354,20,258,3,5,5,75,9,863
1,1393949971086.0,1393950450199.0,64,3,2,6343,1535,692,1447,10,223,2,5,5,64,9,330
1,1393780184539.0,1393780970885.0,88,1,0,6343,1568,10,1469,1,744,2,5,5,88,6,1742
1,1393779895465.0,1393780168458.0,40,3,0,6343,1583,2346,1461,10,238,2,5,5,40,9,490
1,1393704504655.0,1393704963168.0,61,3,2,6343,1571,9316,1437,13,217,2,5,5,61,9,1638
1,1393703830208.0,1393704195207.0,15,2,2,6343,1565,8855,1393,20,258,3,5,5,15,9,1764
0,1393702912038.0,1393703383020.0,66,3,0,6343,1566,38,1317,20,254,4,5,5,66,9,1816
1,1393700260396.0,1393700957763.0,83,1,2,6343,1558,5223,1389,31,279,3,5,5,83,9,1105
1,1393697508149.0,1393698078244.0,66,3,2,6343,1547,9223,1543,1,744,2,5,5,66,6,2022
1,1393696951708.0,1393697490843.0,74,1,0,6343,1560,9223,1531,10,215,1,5,5,74,9,128
1,1393690042364.0,1393690706241.0,141,0,1,6343,1562,4507,1493,20,258,3,5,5,141,9,409
0,1388792141131.0,1388792731055.0,54,1,0,5545,1487,8330,1107,152,359,3,5,8,54,11,1550
1,1387073694415.0,1387074633498.0,122,3,0,8567,1248,8330,1500,191,653,4,4,6,122,13,327
1,1386795020426.0,1386795989155.0,58,2,0,8398,1310,5630,1304,72,1125,2,5,8,58,13,1677
1,1386793060776.0,1386794000973.0,105,0,1,8398,1500,4119,1202,78,809,2,5,8,105,13,403
1,1392475612349.0,1392476019404.0,38,3,0,5289,1689,391,1432,211,1072,6,5,8,38,13,1916
1,1392474433893.0,1392475386062.0,68,3,0,7015,1528,5372,1500,0,678,2,10,10,68,10,334
1,1402159100776.0,1402159833345.0,63,3,2,9273,1447,5749,1389,171,654,3,5,8,63,13,1203
1,1402150372431.0,1402150916211.0,59,3,2,8552,1278,5749,1104,206,463,6,5,5,59,13,1801
1,1402088419279.0,1402089563625.0,72,1,0,5701,1403,3689,1291,171,639,2,15,5,72,13,1189
1,1402087012102.0,1402088145929.0,53,1,2,5701,1387,8891,1562,71,774,2,25,4,53,13,1207
1,1401912639170.0,1401913772954.0,14,0,1,754,1344,5749,1388,39,45,3,40,8,14,11,557
1,1401912182434.0,1401912347352.0,19,1,2,8892,1412,5749,1399,206,463,6,8,7,19,13,957
1,1401845192973.0,1401846251961.0,116,1,0,1868,1403,5749,1387,171,282,3,20,5,116,9,795
1,1401751845096.0,1401753130845.0,49,3,2,1299,1321,5749,1401,197,1415,5,4,18,49,13,63
1,1401456072755.0,1401456907999.0,114,3,0,6668,1368,5749,1391,240,967,4,5,8,114,11,1050
1,1401374736407.0,1401375781037.0,57,3,0,5701,1404,8450,1346,81,111,2,11,8,57,13,307
1,1401373716964.0,1401374728725.0,36,3,0,5701,1408,1609,1652,77,682,2,20,0,36,13,659
1,1400952106500.0,1400952422851.0,19,3,2,9203,1488,5749,1417,248,1379,6,10,5,19,11,473
1,1400942081021.0,1400944185544.0,101,3,2,5701,1404,4225,1476,72,1125,2,15,15,101,13,1431
0,1400854756975.0,1400855403366.0,58,3,0,5061,1331,5749,1270,177,1437,4,7,8,58,13,1152
1,1400505988276.0,1400507242061.0,95,1,2,2079,1447,5749,1413,188,561,7,10,5,95,13,1011
1,1400256341332.0,1400257689366.0,71,1,2,3158,1506,5749,1422,191,431,4,10,5,71,13,795
1,1400179547978.0,1400180263356.0,118,1,0,6993,1451,5749,1409,206,463,6,10,0,118,13,873
1,1400179125852.0,1400179528650.0,52,1,0,6993,1465,5749,1396,191,635,3,10,0,52,13,1432
1,1400099183990.0,1400099474679.0,23,1,2,2987,1198,5749,1413,239,975,3,10,8,23,11,870
1,1400098275990.0,1400099001484.0,72,1,0,5701,1425,4767,1387,171,662,4,7,6,72,13,1964
1,1400097082758.0,1400098182122.0,62,3,0,5701,1435,1823,1481,152,371,3,11,1,62,13,524
1,1400076905836.0,1400078307771.0,103,3,2,5701,1424,5951,1425,90,1194,2,15,10,103,13,1178
1,1400075924872.0,1400076893329.0,112,3,0,5701,1432,3243,1513,171,661,3,15,0,112,13,1749
1,1400071408415.0,1400072599229.0,80,3,0,5814,1336,5749,1424,206,463,6,8,8,80,13,1019
1,1400071076560.0,1400071338078.0,26,3,0,1062,1444,5749,1412,196,1161,8,7,8,26,13,1861
1,1400070311207.0,1400070987305.0,61,3,2,5061,1570,5749,1419,177,1437,4,7,8,61,13,1682
1,1399987425135.0,1399988673279.0,93,0,1,8199,1511,5749,1416,206,463,6,25,9,93,13,103
1,1399987274385.0,1399987400223.0,18,1,0,2535,1521,5749,1401,195,637,4,7,3,18,13,1168
1,1399986715500.0,1399987125343.0,39,0,1,5468,1377,5749,1402,239,963,4,10,5,39,11,346
1,1399986432271.0,1399986701652.0,22,3,0,4080,1437,5749,1389,265,1178,6,29,30,22,11,452
1,1399659199393.0,1399659572743.0,3,2,2,8166,1427,5749,1399,191,635,3,6,20,3,13,548
1,1399654776639.0,1399655137840.0,44,3,0,5701,1404,8629,1631,77,682,2,10,1,44,13,1548
1,1399234069725.0,1399235407735.0,76,3,0,6631,1610,5749,1388,187,567,7,10,10,76,13,615
1,1399232952761.0,1399234062561.0,72,1,0,5701,1393,6673,1589,171,661,3,10,10,72,13,1379
1,1399230873819.0,1399231900135.0,52,1,0,5701,1389,8653,1788,90,1194,2,10,5,52,13,1015
1,1399230142028.0,1399230855338.0,37,3,2,672,1640,5749,1393,206,463,6,30,0,37,13,679
1,1399229946761.0,1399230102318.0,8,3,0,5701,1404,5737,1390,71,745,2,15,10,8,13,714
1,1399221705009.0,1399222864589.0,84,2,0,3159,1293,5749,1390,206,463,6,7,6,84,13,622
1,1399220406130.0,1399221636762.0,103,1,2,6616,1268,5749,1405,171,661,3,25,4,103,13,1198
1,1392813473707.0,1392814361071.0,33,3,2,7027,1908,8456,1479,171,650,3,180,180,33,13,734
1,1392812864177.0,1392813407273.0,13,0,1,8535,1364,7082,2081,241,992,3,180,180,13,11,564
0,1392034324124.0,1392034834732.0,24,3,2,5772,1788,8456,1245,71,752,5,180,180,24,13,557
0,1389882733749.0,1390488578450.0,35,3,2,8535,1245,5656,1011,36,960,1,180,180,35,11,456
0,1389788998308.0,1389790482526.0,20,2,0,8535,1245,5191,1148,192,783,5,10,8,20,13,491
0,1389787537809.0,1389788963869.0,95,0,1,5130,1148,8456,1245,193,777,4,10,8,95,13,343
0,1391834740433.0,1391835120954.0,56,3,0,9160,1930,1705,2068,209,527,15,5,5,56,13,1783
0,1391829425691.0,1391830079971.0,75,3,0,1249,1913,1705,2042,153,343,5,3,8,75,13,82
0,1391829178316.0,1391829396756.0,36,1,0,1249,1921,1705,2009,218,1047,8,3,8,36,13,977
1,1408449102864.0,1408449404295.0,24,3,0,3131,1152,6396,1550,177,1437,4,5,10,24,1,1825
1,1408448715685.0,1408449078964.0,83,1,2,3338,1967,3263,1152,4,1474,6,4,12,83,2,94
1,1408448178404.0,1408448699364.0,55,1,2,3776,1619,3263,1155,195,1150,5,5,8,55,13,995
1,1392492798254.0,1392493289078.0,96,1,0,3131,1159,1441,1501,195,843,5,5,8,96,13,904
1,1392492089977.0,1392492747395.0,93,1,2,3131,1146,1581,1055,192,784,4,6,9,93,13,795
1,1392485459325.0,1392485880674.0,46,3,2,8833,1562,3263,1149,36,679,2,10,0,46,11,70
0,1392369128652.0,1392369238174.0,12,3,2,6557,1195,3263,1000,0,1433,1,15,5,12,12,551
1,1392104321658.0,1392104442994.0,8,0,1,8370,1176,3263,1148,171,661,3,10,10,8,13,554
1,1392058713874.0,1392059236301.0,33,3,2,1601,1099,3263,1166,191,653,4,10,8,33,13,199
1,1391975191027.0,1391975214998.0,4,3,2,3159,1282,3263,1180,191,635,3,6,6,4,13,988
1,1391975094976.0,1391975179760.0,11,3,2,3159,1274,3263,1194,191,653,4,6,6,11,13,703
1,1391974993637.0,1391975061539.0,9,3,2,7740,1457,3263,1202,191,653,4,10,10,9,13,277
1,1391525469409.0,1391525527630.0,11,3,2,2496,1510,3263,1208,0,1433,1,10,0,11,12,15
1,1391525258613.0,1391525377414.0,21,3,2,617,1508,3263,1214,191,653,4,5,8,21,13,1125
1,1391524108493.0,1391524228398.0,13,3,2,707,1283,3263,1232,191,653,4,10,8,13,13,187
1,1391516380664.0,1391516925001.0,40,3,0,3131,1257,6308,1199,72,1125,2,11,8,40,13,1100
1,1391505912531.0,1391506677252.0,54,3,0,3131,1290,4766,1119,72,1125,2,15,8,54,13,226
1,1391456955999.0,1391457080627.0,16,3,2,1409,1885,3263,1291,191,643,4,10,0,16,13,1966
1,1391456712315.0,1391456890421.0,11,3,2,7766,1375,3263,1311,191,653,4,5,7,11,13,459
1,1391455014295.0,1391456030697.0,73,3,0,3131,1331,534,1394,171,655,3,25,1,73,13,577
1,1391454961920.0,1391455010327.0,8,3,0,3131,1339,3886,1646,72,1125,2,5,8,8,13,675
1,1391448268410.0,1391448679959.0,24,1,0,3131,1377,8,1418,171,655,3,20,0,24,13,36
1,1391448032032.0,1391448142008.0,17,3,2,4253,1860,3263,1381,191,653,4,15,0,17,13,1224
1,1391447912533.0,1391447992654.0,15,3,2,7328,1661,3263,1392,36,283,2,17,8,15,11,677
0,1391447542831.0,1391447666674.0,24,3,0,3131,1165,8660,1765,90,1194,2,9,0,24,13,708
1,1504365455808.0,1504366297831.0,29,1,2,5736,1670,2511,1432,192,784,4,60,5,29,2,1159
1,1504230689385.0,1504231262203.0,57,1,2,4127,1290,2511,1449,192,785,5,30,0,57,13,1207
1,1504230383362.0,1504230677587.0,19,1,2,2452,1442,4234,1297,195,1173,9,30,0,19,13,1183
1,1503545115228.0,1503545860936.0,63,3,2,2495,1478,2511,1453,171,847,3,20,0,63,13,462
1,1503194515926.0,1503195080132.0,64,3,0,469,1759,2511,1438,192,789,8,17,8,64,13,896
1,1502944670225.0,1502945029900.0,23,3,2,2452,1426,6857,1408,154,323,9,15,10,23,13,1055
1,1502940502038.0,1502941605277.0,100,3,0,2452,1409,762,1790,90,1208,3,40,8,100,13,1870
1,1502940100267.0,1502940634427.0,2,3,2,2452,1409,7910,1723,171,639,2,20,0,2,13,1919
1,1502939049351.0,1502939615434.0,64,1,0,2452,1423,6436,1552,152,352,3,15,7,64,13,1961
1,1502857722519.0,1502859018756.0,85,3,2,3237,1711,2511,1427,193,1035,5,45,0,85,13,369
1,1502857008588.0,1502857711825.0,53,3,2,9200,1626,2511,1433,41,443,2,10,0,53,11,1053
1,1502585979510.0,1502586590088.0,88,3,0,3438,1252,2511,1427,192,791,6,21,0,88,13,1179
1,1502574428992.0,1502574689582.0,17,0,1,2452,1423,7529,1744,90,1208,3,10,2,17,13,459
1,1502570347284.0,1502570587373.0,41,3,2,3489,1775,2511,1426,193,777,4,15,15,41,13,173
1,1502521360440.0,1502521825927.0,46,3,0,2452,1431,7222,1658,195,637,4,30,0,46,13,78
1,1502503988056.0,1502504651199.0,61,1,2,8509,1578,2511,1438,193,1034,5,20,0,61,13,1024
1,1502412962469.0,1502414421102.0,93,3,2,2242,1507,2511,1448,177,1439,5,30,0,93,13,360
1,1502150629616.0,1502151092443.0,29,3,0,2452,1456,3385,1562,99,1324,4,20,0,29,2,308
1,1501957859964.0,1501958533527.0,51,1,2,3979,1402,2511,1462,268,886,7,45,0,51,11,1492
1,1501916093863.0,1501916665473.0,62,3,0,2452,1469,3016,1636,196,1161,8,40,2,62,13,1727
1,1501915033140.0,1501915918114.0,59,1,2,2452,1449,8386,1731,195,1152,8,15,5,59,13,1207
1,1501914223099.0,1501914997660.0,39,3,2,2452,1436,3183,1478,73,26,7,30,0,39,13,262
1,1501906261394.0,1501907655826.0,118,0,1,5954,1787,2511,1427,0,33,5,15,5,118,13,412
1,1501900512210.0,1501901736120.0,104,3,2,1196,1501,2511,1436,192,784,4,20,8,104,13,448
1,1501900270058.0,1501900494229.0,24,3,0,2452,1439,8461,1821,92,1202,3,10,10,24,13,1082
1,1501809155788.0,1501811356895.0,58,1,0,3224,1419,2511,1428,192,785,5,30,0,58,13,1565
1,1501807940693.0,1501808452022.0,73,3,0,2452,1435,5149,1598,72,1132,6,8,9,73,13,310
1,1501728842704.0,1501729417085.0,41,3,2,1886,1497,2511,1445,41,1423,3,15,15,41,11,2012
1,1501725279922.0,1501725326972.0,10,3,2,6430,1531,2511,1454,192,801,7,15,5,10,13,1023
1,1501725080384.0,1501725266864.0,35,1,2,2452,1439,6463,1545,152,352,3,15,5,35,13,1207
1,1501723336950.0,1501723497373.0,21,3,2,445,1567,2511,1447,307,448,4,10,5,21,11,661
1,1501722554516.0,1501723238943.0,47,3,2,5625,1953,2511,1448,192,791,6,10,30,47,13,682
1,1501640618284.0,1501642355039.0,91,3,2,1599,1553,2511,1457,311,445,5,30,0,91,11,1668
1,1501639813292.0,1501640597749.0,41,3,0,2452,1462,3431,1697,72,1143,4,10,10,41,13,333
1,1501552874315.0,1501554996222.0,159,3,0,7402,1526,2511,1447,193,1035,5,15,5,159,13,304
1,1501551853877.0,1501552861126.0,53,1,2,2452,1431,7422,1539,201,503,6,15,5,53,13,1663
1,1501361846693.0,1501362881853.0,96,3,0,2452,1435,8098,1725,191,653,4,45,5,96,13,1767
1,1501361350739.0,1501361481296.0,19,3,2,2701,1583,2511,1426,175,68,4,6,4,19,13,678
1,1501342259701.0,1501343283368.0,102,3,2,7138,1694,2511,1430,192,789,8,25,10,102,13,296
1,1501337586652.0,1501338494631.0,67,0,1,2452,1420,9106,1886,81,111,2,15,10,67,13,562
1,1501301686107.0,1501302047994.0,26,3,2,2480,1436,2511,1432,177,1443,5,10,10,26,13,1966
1,1501290686937.0,1501292788432.0,141,0,1,2452,1428,5123,1531,152,352,3,5,20,141,13,2045
1,1501264504817.0,1501266288476.0,131,3,2,1050,1726,2511,1432,185,556,5,20,0,131,13,2000
1,1501216375125.0,1501217067123.0,78,3,2,775,1627,2511,1438,192,789,8,90,8,78,13,1913
1,1501204148187.0,1501205040922.0,58,3,2,1453,1889,2511,1440,268,888,9,15,0,58,11,320
1,1501199064027.0,1501199914143.0,63,3,2,2452,1427,7861,1447,72,1125,2,15,15,63,13,681
0,1447210425666.0,1447211185303.0,22,1,0,1056,842,5605,1076,0,537,1,20,0,22,19,1015
0,1447208904650.0,1447210410425.0,35,1,2,5530,1076,1059,842,71,407,2,20,0,35,13,998
1,1418784432538.0,1418785490524.0,19,1,2,5530,966,1059,869,171,650,3,15,0,19,13,913
0,1415929563636.0,1415930210835.0,9,0,1,5530,1017,1059,869,152,311,2,16,0,9,13,548
0,1415918643832.0,1415920742166.0,16,2,0,1056,869,5605,1028,0,1431,2,16,0,16,1,1963
0,1415914549128.0,1415918640175.0,45,1,2,5530,1028,1059,869,152,1002,4,16,0,45,11,916
0,1415912904665.0,1415914546559.0,10,1,0,1056,869,5605,1028,0,827,1,16,0,10,7,1168
0,1415909543330.0,1415912900881.0,21,2,2,5530,1028,1059,869,77,682,2,16,0,21,13,695
1,1415751786760.0,1415753435275.0,21,2,2,5530,1015,1059,897,77,682,2,15,0,21,13,1998
1,1413836669094.0,1413836881627.0,4,3,0,1056,927,5604,1055,1,734,1,15,0,4,6,1878
0,1409257581714.0,1409263083916.0,87,1,2,8656,1507,1059,927,71,407,2,180,0,87,13,1748
0,1409256318292.0,1409257532584.0,65,1,2,7446,1665,1059,927,36,679,2,15,0,65,11,1132
1,1391097069060.0,1391097465246.0,39,3,0,6324,1435,8831,1653,0,409,1,30,0,39,17,189
0,1391076707393.0,1391077601637.0,38,3,0,6324,1397,5756,1500,0,434,1,5,8,38,16,1214
